"id","code_prefix_start","parent_id/id","name","chart_template_id/id"
"hr_group_915","915","hr_group_91","Kapitalni dobitak iz prodaje vlastitih udjela - dionica","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_916","916","hr_group_91","Kapitalni dobitak na prodane emitirane dionice","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_917","917","hr_group_91","Kapitalne pričuve iz ulaganja tajnog člana društva (čl. 148. ZTD-a)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_918","918","hr_group_91","Kapitalni gubitci iz vlastitih dionica i udjela","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_919","919","hr_group_91","Kapital iz ulaganja obrtnika dobitaša","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_92","92","hr_group_9","PRIČUVE IZ DOBITKA","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_920","920","hr_group_92","Zakonske pričuve","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_921","921","hr_group_92","Pričuve za vlastite dionice i udjele (čl. 233. i 406.a ZTD-a)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_922","922","hr_group_92","Vlastite dionice i udjeli (odbitna - dugovna stavka)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_923","923","hr_group_92","Statutarne pričuve","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_924","924","hr_group_92","Ostale pričuve","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_93","93","hr_group_9","REVALORIZACIJSKE PRIČUVE I PRIČUVE FER VRIJEDNOSTI","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_930","930","hr_group_93","Revalorizacijske pričuve s osnove revalorizacije dugotrajne materijalne i nematerijalne imovine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_931","931","hr_group_93","Pričuve fer vrijednosti","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_932","932","hr_group_93","Tečajne razlike iz preračuna inozemnog poslovanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_933","933","hr_group_93","Udio u ostaloj sveobuhvatnoj dobiti/gubitku društava povezanih sudjelujućim interesom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_934","934","hr_group_93","Aktuarski dobici/gubici po planovima definiranih primanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_935","935","hr_group_93","Ostale nevlasničke promjene kapitala","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_94","94","hr_group_9","ZADRŽANI DOBITAK ILI PRENESENI GUBITAK","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_940","940","hr_group_94","Zadržani dobitak (iz prethodnih godina)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_941","941","hr_group_94","Preneseni gubitak (kumuliran u prethodnim godinama - analitika po članovima)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_95","95","hr_group_9","DOBITAK ILI GUBITAK POSLOVNE GODINE","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_950","950","hr_group_95","Dobitak poslovne godine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_951","951","hr_group_95","Gubitak poslovne godine (analitika po članovima)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_96","96","hr_group_9","MANJINSKI INTERES","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_960","960","hr_group_96","Manjinski interes","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_99","99","hr_group_9","IZVANBILANČNI ZAPISI","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_990","990","hr_group_99","Imovina - materijalna u optjecaju","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_991","991","hr_group_99","Prava i tražbine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_992","992","hr_group_99","Vrijednosni papiri","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_993","993","hr_group_99","Vrijednosnice u manipulaciji","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_994","994","hr_group_99","Obračun dobitka investicijskog pothvata","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_995","995","hr_group_99","Izvori materijalne imovine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_996","996","hr_group_99","Izvori prava i obveze","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_997","997","hr_group_99","Obveze za vrijednosne papire koji nisu stavljeni u optjecaj","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_998","998","hr_group_99","Obveze za izdane vrijednosnice u manipulaciji","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_999","999","hr_group_99","Obveze s osnove investicijskog pothvata","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
